2021-02-20T00:00:19Z,1613779220,0,value,11.875227,33762,0,integer,94.0
2021-02-20T00:05:17Z,1613779518,0,value,13.390115,33762,0,integer,94.0
2021-02-20T00:10:16Z,1613779817,0,value,15.556544,33762,0,integer,94.0
2021-02-20T00:15:17Z,1613780117,0,value,16.491806,33762,0,integer,94.0
2021-02-20T00:20:16Z,1613780416,0,value,12.32568,33762,0,integer,94.0
2021-02-20T00:25:17Z,1613780717,0,value,16.224644,33762,0,integer,94.0
2021-02-20T00:30:17Z,1613781017,0,value,15.786969000000001,33762,0,integer,94.0
2021-02-20T00:35:16Z,1613781316,0,value,15.457876999999998,33762,0,integer,94.0
2021-02-20T00:40:16Z,1613781616,0,value,15.073220000000001,33762,0,integer,94.0
2021-02-20T00:45:16Z,1613781916,0,value,15.153557000000001,33762,0,integer,94.0
2021-02-20T00:50:17Z,1613782217,0,value,15.9209,33762,0,integer,94.0
2021-02-20T00:55:19Z,1613782519,0,value,17.768522,33762,0,integer,94.0
2021-02-20T01:00:16Z,1613782817,0,value,12.749474000000001,33762,0,integer,94.0
2021-02-20T01:05:16Z,1613783116,0,value,14.887042999999998,33762,0,integer,94.0
2021-02-20T01:10:16Z,1613783417,0,value,10.152682,33762,0,integer,94.0
2021-02-20T01:15:16Z,1613783716,0,value,15.172203,33762,0,integer,94.0
2021-02-20T01:20:21Z,1613784021,0,value,20.230423000000002,33762,0,integer,94.0
2021-02-20T01:25:16Z,1613784316,0,value,14.706228,33762,0,integer,94.0
2021-02-20T01:30:21Z,1613784621,0,value,19.679878,33762,0,integer,94.0
2021-02-20T01:34:47Z,1613784888,0,value,14.379939000000002,33762,0,integer,94.0
2021-02-20T01:35:20Z,1613784920,0,value,13.372201,33762,0,integer,94.0
2021-02-20T01:40:21Z,1613785221,0,value,19.267021,33762,0,integer,94.0
2021-02-20T01:45:20Z,1613785520,0,value,18.411116,33762,0,integer,94.0
2021-02-20T01:50:21Z,1613785821,0,value,19.051845999999998,33762,0,integer,94.0
2021-02-20T01:55:24Z,1613786124,0,value,22.276497,33762,0,integer,94.0
2021-02-20T02:00:26Z,1613786426,0,value,24.650789000000003,33762,0,integer,94.0
