date,x,y
12/05/15 12:25 PM,1449318300,2.48
12/05/15 12:30 PM,1449318600,2.69
12/05/15 12:35 PM,1449318900,2.45
12/05/15 12:40 PM,1449319200,2.45
12/05/15 12:45 PM,1449319500,2.49
12/05/15 12:50 PM,1449319800,2.58
12/05/15 12:55 PM,1449320100,2.49
12/05/15 01:00 PM,1449320400,2.62
12/05/15 01:05 PM,1449320700,2.44
12/05/15 01:10 PM,1449321000,2.73
12/05/15 01:15 PM,1449321300,2.48
12/05/15 01:20 PM,1449321600,2.59
12/05/15 01:25 PM,1449321900,2.47
12/05/15 01:30 PM,1449322200,2.48
12/05/15 01:35 PM,1449322500,2.46
12/05/15 01:40 PM,1449322800,2.59
12/05/15 01:45 PM,1449323100,2.5
12/05/15 01:50 PM,1449323400,2.61
12/05/15 01:55 PM,1449323700,2.49
12/05/15 02:00 PM,1449324000,2.48
12/05/15 02:05 PM,1449324300,2.45
12/05/15 02:10 PM,1449324600,2.76
12/05/15 02:15 PM,1449324900,2.49
12/05/15 02:20 PM,1449325200,2.45
12/05/15 02:25 PM,1449325500,2.52
12/05/15 02:30 PM,1449325800,2.52
12/05/15 02:35 PM,1449326100,2.46
12/05/15 02:40 PM,1449326400,2.46
12/05/15 02:45 PM,1449326700,2.55
12/05/15 02:50 PM,1449327000,2.65
12/05/15 02:55 PM,1449327300,2.5
12/05/15 03:00 PM,1449327600,2.49
12/05/15 03:05 PM,1449327900,2.45
12/05/15 03:10 PM,1449328200,2.64
12/05/15 03:15 PM,1449328500,2.5
12/05/15 03:20 PM,1449328800,2.64
12/05/15 03:25 PM,1449329100,2.46
12/05/15 03:30 PM,1449329400,2.62
12/05/15 03:35 PM,1449329700,2.45
12/05/15 03:40 PM,1449330000,2.45
12/05/15 03:45 PM,1449330300,2.49
12/05/15 03:50 PM,1449330600,2.44
12/05/15 03:55 PM,1449330900,2.45
12/05/15 04:00 PM,1449331200,2.47
12/05/15 04:05 PM,1449331500,2.44
12/05/15 04:10 PM,1449331800,2.68
12/05/15 04:15 PM,1449332100,2.48
12/05/15 04:20 PM,1449332400,2.6
12/05/15 04:25 PM,1449332700,2.45
12/05/15 04:30 PM,1449333000,2.48
12/05/15 04:35 PM,1449333300,2.52
12/05/15 04:40 PM,1449333600,2.59
12/05/15 04:45 PM,1449333900,2.49
12/05/15 04:50 PM,1449334200,2.53
12/05/15 04:55 PM,1449334500,2.42
12/05/15 05:00 PM,1449334800,2.54
12/05/15 05:05 PM,1449335100,2.46
12/05/15 05:10 PM,1449335400,2.61
12/05/15 05:15 PM,1449335700,2.86
12/05/15 05:20 PM,1449336000,3.13
12/05/15 05:25 PM,1449336300,2.42
12/05/15 05:30 PM,1449336600,2.37
12/05/15 05:35 PM,1449336900,2.36
12/05/15 05:40 PM,1449337200,2.62
12/05/15 05:45 PM,1449337500,2.47
12/05/15 05:50 PM,1449337800,2.44
12/05/15 05:55 PM,1449338100,2.47
12/05/15 06:00 PM,1449338400,2.65
12/05/15 06:05 PM,1449338700,2.47
12/05/15 06:10 PM,1449339000,2.67
12/05/15 06:15 PM,1449339300,2.45
12/05/15 06:20 PM,1449339600,2.45
12/05/15 06:25 PM,1449339900,2.51
12/05/15 06:30 PM,1449340200,2.65
12/05/15 06:35 PM,1449340500,2.38
12/05/15 06:40 PM,1449340800,2.4
12/05/15 06:45 PM,1449341100,2.43
12/05/15 06:50 PM,1449341400,2.39
12/05/15 06:55 PM,1449341700,2.41
12/05/15 07:00 PM,1449342000,2.52
12/05/15 07:05 PM,1449342300,2.98
12/05/15 07:10 PM,1449342600,3.25
12/05/15 07:15 PM,1449342900,3.01
12/05/15 07:20 PM,1449343200,2.56
12/05/15 07:25 PM,1449343500,2.45
12/05/15 07:30 PM,1449343800,2.65
12/05/15 07:35 PM,1449344100,2.5
12/05/15 07:40 PM,1449344400,2.5
12/05/15 07:45 PM,1449344700,2.48
12/05/15 07:50 PM,1449345000,2.6
12/05/15 07:55 PM,1449345300,2.54
12/05/15 08:00 PM,1449345600,2.68
12/05/15 08:05 PM,1449345900,2.74
12/05/15 08:10 PM,1449346200,2.64
12/05/15 08:15 PM,1449346500,2.5
12/05/15 08:20 PM,1449346800,2.46
12/05/15 08:25 PM,1449347100,2.4
12/05/15 08:30 PM,1449347400,2.41
12/05/15 08:35 PM,1449347700,2.44
12/05/15 08:40 PM,1449348000,2.45
12/05/15 08:45 PM,1449348300,2.48
12/05/15 08:50 PM,1449348600,2.59
12/05/15 08:55 PM,1449348900,2.51
12/05/15 09:00 PM,1449349200,2.7
12/05/15 09:05 PM,1449349500,2.43
12/05/15 09:10 PM,1449349800,2.74
12/05/15 09:15 PM,1449350100,2.47
12/05/15 09:20 PM,1449350400,2.46
12/05/15 09:25 PM,1449350700,2.46
12/05/15 09:30 PM,1449351000,2.68
12/05/15 09:35 PM,1449351300,2.44
12/05/15 09:40 PM,1449351600,2.45
12/05/15 09:45 PM,1449351900,2.51
12/05/15 09:50 PM,1449352200,2.63
12/05/15 09:55 PM,1449352500,2.44
12/05/15 10:00 PM,1449352800,2.61
12/05/15 10:05 PM,1449353100,2.41
12/05/15 10:10 PM,1449353400,2.82
12/05/15 10:15 PM,1449353700,2.47
12/05/15 10:20 PM,1449354000,2.57
12/05/15 10:25 PM,1449354300,2.48
12/05/15 10:30 PM,1449354600,2.47
12/05/15 10:35 PM,1449354900,2.44
12/05/15 10:40 PM,1449355200,2.57
12/05/15 10:45 PM,1449355500,2.5
12/05/15 10:50 PM,1449355800,2.46
12/05/15 10:55 PM,1449356100,2.46
12/05/15 11:00 PM,1449356400,2.46
12/05/15 11:05 PM,1449356700,2.41
12/05/15 11:10 PM,1449357000,2.62
12/05/15 11:15 PM,1449357300,2.43
12/05/15 11:20 PM,1449357600,2.41
12/05/15 11:25 PM,1449357900,2.44
12/05/15 11:30 PM,1449358200,2.58
12/05/15 11:35 PM,1449358500,2.5
12/05/15 11:40 PM,1449358800,2.66
12/05/15 11:45 PM,1449359100,2.49
12/05/15 11:50 PM,1449359400,2.46
12/05/15 11:55 PM,1449359700,2.47
12/06/15 12:00 AM,1449360000,2.63
12/06/15 12:05 AM,1449360300,2.4
12/06/15 12:10 AM,1449360600,2.64
12/06/15 12:15 AM,1449360900,2.48
12/06/15 12:20 AM,1449361200,2.59
12/06/15 12:25 AM,1449361500,2.46
12/06/15 12:30 AM,1449361800,2.49
12/06/15 12:35 AM,1449362100,2.45
12/06/15 12:40 AM,1449362400,2.92
12/06/15 12:45 AM,1449362700,2.54
12/06/15 12:50 AM,1449363000,2.45
12/06/15 12:55 AM,1449363300,2.49
12/06/15 01:00 AM,1449363600,2.65
12/06/15 01:05 AM,1449363900,2.63
12/06/15 01:10 AM,1449364200,2.79
12/06/15 01:15 AM,1449364500,2.52
12/06/15 01:20 AM,1449364800,2.64
12/06/15 01:25 AM,1449365100,2.24
12/06/15 01:30 AM,1449365400,2.33
12/06/15 01:35 AM,1449365700,2.17
12/06/15 01:40 AM,1449366000,2.22
12/06/15 01:45 AM,1449366300,2.41
12/06/15 01:50 AM,1449366600,2.4
12/06/15 01:55 AM,1449366900,2.4
12/06/15 02:00 AM,1449367200,2.5
12/06/15 02:05 AM,1449367500,2.49
12/06/15 02:10 AM,1449367800,2.65
12/06/15 02:15 AM,1449368100,2.49
12/06/15 02:20 AM,1449368400,2.63
12/06/15 02:25 AM,1449368700,2.47
12/06/15 02:30 AM,1449369000,2.5
12/06/15 02:35 AM,1449369300,2.45
12/06/15 02:40 AM,1449369600,2.62
12/06/15 02:45 AM,1449369900,2.5
12/06/15 02:50 AM,1449370200,2.48
12/06/15 02:55 AM,1449370500,2.5
12/06/15 03:00 AM,1449370800,2.52
12/06/15 03:05 AM,1449371100,2.31
